user_id,total_sessions,avg_session_length,add_to_cart_rate,purchase_rate,avg_spend,unique_categories,segment
user_58,107,44.97,0.08,0.13,267.03,6,1
user_580,110,40.69,0.11,0.1,234.09,6,2
user_581,119,36.86,0.11,0.12,245.86,6,3
user_582,119,36.4,0.1,0.11,250.06,6,3
user_583,107,37.25,0.1,0.11,229.68,6,2
user_584,112,39.71,0.13,0.11,263.1,6,0
user_585,127,30.88,0.1,0.09,231.94,6,3
user_586,104,43.74,0.1,0.13,248.67,6,4
user_587,106,43.39,0.12,0.11,290.24,6,0
user_588,98,49.99,0.11,0.13,262.24,6,4
user_589,118,37.16,0.11,0.12,205.12,6,2
user_59,117,37.15,0.11,0.1,258.23,6,0
user_590,110,40.77,0.11,0.13,249.41,6,1
user_591,119,35.01,0.1,0.12,272.69,6,3
user_592,116,39.02,0.1,0.14,279.11,6,1
user_593,118,35.08,0.11,0.1,260.46,6,3
user_594,114,34.98,0.1,0.11,279.98,6,0
user_595,121,31.63,0.11,0.12,253.83,6,3
user_596,122,34.33,0.14,0.09,224.78,6,2
user_597,117,35.81,0.09,0.12,247.41,6,1
user_598,119,33.14,0.1,0.09,263.88,6,3
user_599,115,38.5,0.12,0.11,262.6,6,0
user_6,120,35.24,0.09,0.09,262.13,6,3
user_60,113,35.81,0.11,0.1,256.29,6,0
user_600,133,27.39,0.14,0.09,254.85,6,3
user_601,112,39.59,0.09,0.11,234.01,6,1
user_602,112,40.1,0.11,0.14,280.79,6,1
user_603,117,34.77,0.1,0.11,244.2,6,3
user_604,111,40.01,0.11,0.12,258.47,6,1
user_605,101,49.14,0.12,0.11,244.44,6,4
user_606,115,36.09,0.12,0.09,235.27,6,2
user_607,109,43.55,0.11,0.12,270.96,6,4
user_608,121,36.02,0.15,0.11,211.11,6,2
user_609,119,35.04,0.1,0.11,232.09,6,3
user_61,110,40.33,0.1,0.11,231.48,6,2
user_610,117,36.01,0.13,0.14,267.72,6,1
user_611,114,39.16,0.09,0.11,257.76,6,1
user_612,115,38.6,0.11,0.1,242.73,6,2
user_613,117,37.5,0.11,0.1,307.5,6,0
user_614,115,38.95,0.09,0.09,271.11,6,0
user_615,103,45.37,0.13,0.12,282.99,6,4
user_616,106,42.83,0.09,0.1,256.07,6,4
user_617,113,41.2,0.12,0.13,255.56,6,1
user_618,112,39.91,0.11,0.13,228.21,6,1
user_619,123,34.71,0.12,0.1,275.25,6,3
user_62,112,41.86,0.12,0.11,260.36,6,0
user_620,123,30.88,0.12,0.12,243.9,6,3
user_621,118,37.95,0.11,0.13,242.78,6,1
user_622,109,42.54,0.08,0.1,269.94,6,4
user_623,116,38.26,0.13,0.11,298.42,6,0
user_624,112,40.19,0.11,0.1,266.87,6,0
user_625,114,38.66,0.1,0.11,284.64,6,0
user_626,106,44.58,0.11,0.13,267.3,6,4
user_627,124,33.7,0.11,0.12,250.0,6,3
user_628,110,38.76,0.14,0.12,247.01,6,0
user_629,119,36.13,0.11,0.11,215.07,6,2
user_63,118,34.85,0.1,0.11,249.79,6,3
user_630,116,37.22,0.1,0.12,265.91,6,1
user_631,129,29.43,0.12,0.12,224.98,6,3
user_632,118,31.7,0.11,0.1,267.14,6,3
user_633,105,45.65,0.11,0.14,293.25,6,4
user_634,110,41.98,0.1,0.09,268.27,6,0
user_635,112,40.06,0.11,0.14,270.33,6,1
user_636,130,28.35,0.1,0.12,261.39,6,3
user_637,106,45.16,0.12,0.12,209.46,6,2
user_638,109,46.39,0.1,0.11,271.47,6,4
user_639,113,39.03,0.1,0.1,230.3,6,2
user_64,116,37.18,0.1,0.11,213.8,6,2
user_640,115,41.26,0.11,0.13,244.22,6,1
user_641,134,28.39,0.07,0.12,263.01,6,3
user_642,123,38.15,0.11,0.1,221.0,6,2
user_643,113,38.65,0.11,0.12,255.13,6,1
user_644,106,45.27,0.11,0.11,241.12,6,4
user_645,111,37.19,0.08,0.09,268.76,6,0
user_646,107,44.34,0.09,0.11,253.99,6,4
user_647,115,38.06,0.12,0.12,254.1,6,1
user_648,112,39.36,0.1,0.08,268.13,6,0
user_649,117,37.02,0.1,0.11,200.68,6,2
user_65,115,37.83,0.09,0.1,261.1,6,1
user_650,115,37.83,0.1,0.13,246.11,6,1
user_651,120,38.84,0.13,0.11,243.97,6,2
user_652,123,33.48,0.11,0.11,267.07,6,3
user_653,123,35.11,0.14,0.1,256.58,6,3
user_654,108,41.18,0.12,0.1,269.49,6,0
user_655,113,36.37,0.1,0.11,224.12,6,2
user_656,114,40.64,0.12,0.11,257.1,6,0
user_657,98,50.77,0.12,0.1,227.75,6,4
user_658,115,40.16,0.1,0.11,256.19,6,1
user_659,110,39.46,0.14,0.1,273.0,6,0
user_66,114,42.07,0.11,0.14,216.97,6,1
user_660,111,42.64,0.11,0.12,275.04,6,0
user_661,112,40.05,0.11,0.13,246.36,6,1
user_662,119,34.6,0.1,0.13,253.0,6,1
user_663,114,37.12,0.11,0.09,258.21,6,0
user_664,113,40.34,0.11,0.14,223.38,6,1
user_665,108,43.3,0.08,0.11,277.57,6,4
user_666,113,39.29,0.1,0.11,260.11,6,1
user_667,116,34.36,0.09,0.11,248.79,6,3
user_668,107,41.13,0.11,0.13,260.36,6,1
user_669,111,41.47,0.11,0.12,239.7,6,1
user_67,117,37.04,0.12,0.1,250.85,6,2
user_670,125,33.79,0.12,0.12,234.83,6,3
user_671,113,39.76,0.12,0.12,209.54,6,2
user_672,110,41.07,0.11,0.11,287.7,6,0
user_673,119,35.89,0.12,0.12,232.56,6,2
user_674,115,39.28,0.11,0.1,245.28,6,2
user_675,114,39.42,0.14,0.12,276.86,6,0
user_676,121,34.89,0.12,0.12,256.8,6,3
user_677,118,35.38,0.1,0.11,292.29,6,3
user_678,110,42.97,0.11,0.13,257.39,6,1
user_679,117,36.79,0.13,0.08,245.47,6,2
user_68,112,39.35,0.1,0.11,247.96,6,1
user_680,114,38.64,0.13,0.11,245.36,6,2
user_681,115,37.53,0.11,0.13,261.49,6,1
user_682,102,46.08,0.12,0.12,283.83,6,4
user_683,106,44.11,0.09,0.11,256.78,6,4
user_684,118,39.11,0.11,0.09,272.2,6,0
user_685,114,36.05,0.11,0.09,248.43,6,2
user_686,114,38.17,0.12,0.11,243.9,6,2
user_687,105,43.84,0.13,0.13,264.06,6,4
user_688,127,30.32,0.11,0.11,230.62,6,3
user_689,112,38.23,0.13,0.11,190.98,6,2
user_69,110,41.39,0.09,0.13,231.46,6,1
user_690,114,37.34,0.1,0.12,268.97,6,1
user_691,111,39.9,0.09,0.13,262.33,6,1
user_692,100,49.32,0.1,0.11,294.59,6,4
user_693,117,35.93,0.12,0.11,235.02,6,2
user_694,117,38.06,0.09,0.09,236.63,6,2
user_695,109,37.76,0.11,0.12,279.86,6,0
user_696,112,39.6,0.1,0.08,257.86,6,0
user_697,120,35.85,0.09,0.14,261.93,6,1
user_698,125,34.66,0.11,0.12,257.13,6,3
user_699,114,38.12,0.08,0.13,255.11,6,1
user_7,110,42.66,0.13,0.1,248.37,6,0
user_70,114,39.28,0.09,0.1,246.51,6,2
user_700,116,39.53,0.12,0.1,247.08,6,2
user_701,110,45.06,0.11,0.13,273.44,6,4
user_702,115,39.75,0.1,0.11,270.82,6,1
user_703,109,41.74,0.13,0.12,247.13,6,0
user_704,116,37.01,0.12,0.08,229.56,6,2
user_705,120,35.78,0.11,0.09,227.5,6,2
user_706,114,40.22,0.11,0.1,253.57,6,0
user_707,112,37.66,0.09,0.12,252.45,6,1
user_708,115,36.1,0.12,0.09,265.47,6,0
user_709,116,36.49,0.11,0.11,235.84,6,2
user_71,107,41.98,0.13,0.09,293.7,6,0
user_710,106,45.41,0.13,0.1,259.36,6,4
user_711,115,37.42,0.08,0.11,248.72,6,1
user_712,104,44.99,0.11,0.12,315.83,6,4
user_713,109,45.19,0.1,0.12,262.27,6,4
user_714,117,34.21,0.11,0.13,277.05,6,3
user_715,113,40.29,0.09,0.12,304.25,6,1
user_716,111,38.72,0.11,0.11,233.58,6,2
user_717,115,37.88,0.09,0.1,268.51,6,1
user_718,113,41.86,0.13,0.1,235.46,6,2
user_719,114,35.71,0.12,0.11,225.01,6,2
user_72,118,34.44,0.1,0.1,252.64,6,3
user_720,109,42.48,0.12,0.1,229.02,6,2
user_721,108,45.03,0.11,0.12,259.08,6,4
user_722,118,37.91,0.1,0.14,227.52,6,1
user_723,124,31.26,0.12,0.11,235.6,6,3
user_724,119,33.76,0.1,0.15,257.21,6,1
user_725,112,37.69,0.11,0.09,252.87,6,2
user_726,124,33.54,0.13,0.13,252.79,6,3
user_727,113,40.23,0.12,0.11,244.92,6,2
user_728,96,54.63,0.12,0.1,259.87,6,4
user_729,113,36.51,0.12,0.11,262.98,6,0
user_73,117,33.65,0.11,0.1,244.49,6,3
user_730,109,43.91,0.12,0.09,210.88,6,2
user_731,115,37.51,0.11,0.1,279.34,6,0
user_732,115,37.37,0.12,0.1,275.96,6,0
user_733,105,47.34,0.12,0.11,246.87,6,4
user_734,108,41.62,0.1,0.12,265.56,6,1
user_735,121,33.48,0.08,0.13,248.73,6,1
user_736,110,43.69,0.1,0.1,245.28,6,4
user_737,117,35.2,0.09,0.1,255.05,6,3
user_738,115,38.96,0.1,0.1,252.3,6,2
user_739,115,37.14,0.12,0.1,247.06,6,2
user_74,116,36.02,0.08,0.11,264.04,6,1
user_740,110,42.67,0.1,0.1,289.94,6,0
user_741,128,29.28,0.08,0.11,265.82,6,3
user_742,126,30.54,0.11,0.11,250.85,6,3
user_743,111,39.33,0.09,0.12,254.35,6,1
user_744,119,36.52,0.11,0.12,250.53,6,3
user_745,113,39.06,0.13,0.11,255.15,6,0
user_746,119,36.1,0.08,0.13,259.82,6,1
user_747,106,43.22,0.12,0.12,282.29,6,4
user_748,103,48.18,0.11,0.1,252.5,6,4
user_749,114,39.48,0.13,0.13,241.1,6,1
user_75,114,37.4,0.09,0.13,235.06,6,1
user_750,115,37.42,0.12,0.13,264.52,6,1
user_751,109,40.9,0.12,0.13,248.83,6,1
user_752,113,40.31,0.1,0.13,247.21,6,1
user_753,119,37.08,0.11,0.12,248.32,6,3
user_754,123,32.03,0.1,0.1,228.17,6,3
user_755,118,36.68,0.08,0.12,233.02,6,1
user_756,121,34.72,0.12,0.1,275.13,6,3
user_757,112,40.52,0.12,0.09,240.46,6,2
user_758,113,37.4,0.13,0.1,238.06,6,2
user_759,109,42.46,0.12,0.1,216.28,6,2
user_76,117,34.42,0.12,0.11,234.74,6,2
user_760,110,42.12,0.11,0.12,239.04,6,1
user_761,117,39.06,0.12,0.12,259.45,6,0
user_762,115,41.39,0.1,0.11,242.09,6,1
user_763,107,41.49,0.11,0.09,257.87,6,0
user_764,111,40.83,0.1,0.13,229.57,6,1
user_765,106,46.71,0.11,0.09,259.34,6,4
user_766,115,40.5,0.13,0.11,278.14,6,0
user_767,119,36.32,0.11,0.12,232.02,6,3
user_768,112,41.18,0.1,0.1,229.76,6,2
user_769,113,40.37,0.12,0.11,227.65,6,2
user_77,115,36.19,0.11,0.11,234.16,6,2
user_770,118,34.63,0.12,0.13,272.55,6,3
user_771,113,39.52,0.09,0.11,261.01,6,1
user_772,114,39.15,0.1,0.12,261.45,6,1
user_773,115,36.44,0.11,0.12,280.38,6,0
user_774,121,34.76,0.11,0.11,252.98,6,3
user_775,108,39.71,0.1,0.13,241.95,6,1
user_776,117,35.21,0.13,0.12,244.07,6,3
user_777,119,36.03,0.12,0.12,260.58,6,3
user_778,112,40.45,0.12,0.12,280.3,6,0
user_779,113,38.33,0.11,0.11,243.31,6,2
user_78,117,36.08,0.12,0.12,268.13,6,3
user_780,109,40.35,0.11,0.13,228.22,6,1
user_781,121,34.09,0.1,0.09,206.99,6,2
user_782,118,38.38,0.14,0.11,249.12,6,0
user_783,117,36.03,0.12,0.1,277.55,6,0
user_784,111,40.8,0.1,0.12,278.83,6,1
user_785,111,40.16,0.1,0.12,260.06,6,1
user_786,111,43.12,0.12,0.11,237.66,6,2
user_787,111,39.72,0.12,0.13,243.16,6,1
user_788,128,29.94,0.1,0.11,246.22,6,3
user_789,102,45.3,0.08,0.15,210.55,6,1
user_79,101,45.82,0.12,0.11,269.03,6,4
user_790,121,33.95,0.12,0.12,237.14,6,3
user_791,115,38.26,0.11,0.11,229.69,6,2
user_792,116,38.63,0.13,0.09,224.31,6,2
user_793,113,40.03,0.1,0.1,222.99,6,2
user_794,115,36.03,0.1,0.11,240.7,6,2
user_795,114,36.23,0.08,0.11,249.84,6,1
user_796,114,39.14,0.13,0.1,229.42,6,2
user_797,122,30.97,0.09,0.12,267.09,6,3
user_798,115,36.51,0.1,0.1,222.03,6,2
user_799,106,42.66,0.1,0.11,283.98,6,4
user_8,113,40.01,0.15,0.11,269.8,6,0
user_80,126,29.79,0.11,0.12,225.05,6,3
user_800,114,38.25,0.11,0.11,271.67,6,0
user_801,117,38.37,0.11,0.11,264.13,6,0
user_802,121,31.55,0.12,0.12,280.94,6,3
user_803,121,31.76,0.12,0.1,279.75,6,3
user_804,113,39.11,0.12,0.11,275.38,6,0
user_805,115,38.63,0.1,0.12,262.39,6,1
user_806,121,34.27,0.11,0.13,241.6,6,3
user_807,114,38.53,0.11,0.12,228.49,6,2
user_808,106,43.7,0.1,0.11,255.97,6,4
user_809,108,42.66,0.11,0.13,258.21,6,1
user_81,120,37.46,0.11,0.11,270.43,6,3
user_810,107,42.32,0.11,0.14,251.13,6,1
user_811,114,38.44,0.1,0.12,251.63,6,1
user_812,114,38.33,0.1,0.12,253.87,6,1
user_813,117,38.05,0.12,0.12,236.11,6,2
user_814,124,32.41,0.12,0.1,244.65,6,3
user_815,114,38.15,0.11,0.1,246.39,6,2
user_816,114,39.96,0.11,0.12,282.21,6,0
user_817,109,41.43,0.11,0.09,247.52,6,2
user_818,107,39.82,0.11,0.1,274.14,6,0
user_819,111,39.11,0.11,0.12,262.15,6,1
user_82,130,27.83,0.11,0.1,279.83,6,3
user_820,105,46.26,0.12,0.1,234.66,6,4
user_821,100,51.73,0.1,0.13,266.12,6,4
user_822,107,42.8,0.12,0.1,262.77,6,0
user_823,122,37.39,0.11,0.14,234.03,6,1
user_824,116,35.51,0.12,0.1,236.97,6,2
user_825,111,41.21,0.13,0.1,262.27,6,0
user_826,111,36.36,0.1,0.13,230.37,6,1
user_827,100,51.94,0.12,0.1,225.29,6,4
user_828,125,29.61,0.11,0.11,234.4,6,3
user_829,115,39.84,0.12,0.12,251.42,6,1
user_83,110,44.22,0.12,0.1,234.77,6,2
user_830,113,39.66,0.13,0.09,256.55,6,0
user_831,120,32.27,0.1,0.13,263.16,6,3
user_832,110,43.23,0.11,0.1,277.18,6,0
user_833,123,32.53,0.1,0.11,235.92,6,3
user_834,114,39.49,0.13,0.09,287.86,6,0
user_835,121,29.96,0.1,0.1,234.51,6,3
user_836,118,37.63,0.14,0.12,263.47,6,0
user_837,120,33.95,0.13,0.11,209.28,6,2
user_838,112,37.6,0.09,0.11,280.76,6,1
user_839,120,35.24,0.11,0.09,257.8,6,3
user_84,120,38.16,0.15,0.09,185.16,6,2
user_840,116,35.74,0.11,0.11,215.82,6,2
user_841,126,29.87,0.09,0.11,260.58,6,3
user_842,104,43.07,0.12,0.08,247.9,6,4
user_843,109,41.13,0.12,0.09,298.0,6,0
user_844,117,33.79,0.12,0.14,245.32,6,1
user_845,113,40.81,0.1,0.13,267.24,6,1
user_846,113,37.9,0.13,0.11,219.48,6,2
user_847,115,39.8,0.13,0.09,221.06,6,2
user_848,113,34.88,0.13,0.11,243.09,6,2
user_849,112,39.3,0.12,0.09,277.18,6,0
user_85,118,37.77,0.1,0.08,285.14,6,0
user_850,109,43.21,0.14,0.11,255.35,6,0
user_851,112,38.32,0.12,0.1,239.71,6,2
user_852,116,38.91,0.11,0.1,226.58,6,2
user_853,112,39.58,0.12,0.11,242.86,6,2
user_854,115,35.9,0.11,0.12,205.07,6,2
user_855,129,29.72,0.11,0.12,247.86,6,3
user_856,125,35.15,0.1,0.11,263.22,6,3
user_857,124,28.4,0.12,0.14,265.54,6,3
user_858,117,36.05,0.11,0.09,272.78,6,0
user_859,108,43.05,0.1,0.13,255.32,6,1
user_86,110,41.11,0.08,0.11,227.97,6,1
user_860,121,33.34,0.1,0.12,252.74,6,3
user_861,116,37.3,0.13,0.11,229.42,6,2
user_862,119,37.03,0.11,0.11,243.16,6,3
user_863,107,41.91,0.11,0.13,271.87,6,1
user_864,106,44.58,0.11,0.12,225.56,6,4
user_865,116,38.55,0.12,0.14,269.87,6,1
user_866,112,36.14,0.09,0.12,252.03,6,1
user_867,117,36.63,0.11,0.13,255.0,6,1
user_868,116,33.08,0.11,0.12,277.17,6,3
user_869,120,37.19,0.11,0.12,253.25,6,3
user_87,110,39.58,0.09,0.09,198.77,6,2
user_870,107,44.62,0.09,0.1,248.67,6,4
user_871,121,34.96,0.13,0.11,229.57,6,2
user_872,100,46.4,0.11,0.11,218.45,6,4
user_873,124,35.85,0.13,0.12,282.72,6,3
user_874,109,41.37,0.11,0.11,250.39,6,4
user_875,110,41.5,0.12,0.12,238.84,6,2
user_876,112,42.3,0.1,0.1,246.15,6,2
user_877,112,38.77,0.14,0.11,237.53,6,2
user_878,115,35.74,0.11,0.13,245.8,6,1
user_879,107,44.9,0.09,0.11,241.72,6,4
user_88,124,30.46,0.1,0.11,233.34,6,3
user_880,117,34.45,0.13,0.11,267.41,6,0
user_881,121,32.92,0.12,0.1,253.43,6,3
user_882,108,40.34,0.11,0.08,239.49,6,2
user_883,115,37.9,0.12,0.1,245.09,6,2
user_884,115,40.17,0.12,0.11,282.93,6,0
user_885,104,45.5,0.13,0.12,247.76,6,4
user_886,121,34.23,0.11,0.1,234.94,6,3
user_887,116,38.7,0.09,0.12,255.04,6,1
user_888,121,36.4,0.12,0.13,279.27,6,3
user_889,104,47.87,0.08,0.12,237.75,6,4
user_89,99,51.2,0.11,0.13,268.44,6,4
user_890,112,36.36,0.11,0.11,244.62,6,2
user_891,103,42.9,0.12,0.13,265.75,6,4
user_892,108,42.06,0.13,0.12,265.87,6,0
user_893,107,44.32,0.1,0.1,232.22,6,4
user_894,114,38.23,0.12,0.11,245.06,6,2
user_895,111,41.2,0.12,0.13,267.16,6,1
user_896,114,39.23,0.13,0.12,224.61,6,2
user_897,109,40.66,0.12,0.1,238.82,6,2
user_898,114,36.12,0.12,0.11,248.2,6,2
user_899,115,38.8,0.09,0.12,266.06,6,1
user_9,110,42.6,0.09,0.14,238.96,6,1
user_90,123,31.85,0.09,0.11,240.39,6,3
user_900,106,43.15,0.11,0.11,264.37,6,4
user_901,125,32.11,0.11,0.12,269.49,6,3
user_902,113,40.26,0.11,0.1,268.3,6,0
user_903,110,42.52,0.1,0.13,266.9,6,1
user_904,121,33.7,0.1,0.14,227.73,6,1
user_905,113,37.93,0.11,0.13,263.82,6,1
user_906,114,39.26,0.11,0.12,233.87,6,1
user_907,110,41.31,0.13,0.1,239.28,6,2
user_908,111,40.63,0.09,0.13,248.4,6,1
user_909,106,45.97,0.12,0.09,238.11,6,4
user_91,120,31.3,0.1,0.11,247.12,6,3
user_910,105,49.47,0.11,0.12,246.82,6,4
user_911,116,39.21,0.11,0.13,238.35,6,1
user_912,114,38.72,0.11,0.11,267.74,6,0
user_913,122,32.87,0.13,0.13,235.83,6,3
user_914,118,36.73,0.12,0.1,246.92,6,2
user_915,114,39.69,0.12,0.11,243.86,6,2
user_916,110,41.57,0.1,0.1,227.44,6,2
user_917,108,43.93,0.11,0.08,221.99,6,2
user_918,107,41.09,0.12,0.12,241.94,6,4
user_919,110,39.18,0.11,0.13,258.88,6,1
user_92,121,33.55,0.11,0.12,236.53,6,3
user_920,117,34.45,0.11,0.13,227.5,6,1
user_921,106,47.9,0.1,0.11,226.37,6,4
user_922,111,41.16,0.1,0.12,261.87,6,1
user_923,122,34.87,0.09,0.11,230.35,6,3
user_924,130,31.22,0.12,0.13,221.66,6,3
user_925,116,38.17,0.11,0.09,253.1,6,2
user_926,112,37.58,0.13,0.11,246.97,6,2
user_927,118,35.77,0.12,0.1,215.8,6,2
user_928,120,36.59,0.09,0.12,242.41,6,1
user_929,121,33.8,0.11,0.1,232.47,6,3
user_93,114,40.06,0.1,0.12,260.74,6,1
user_930,114,38.54,0.09,0.11,247.38,6,1
user_931,114,37.52,0.09,0.11,273.47,6,1
user_932,114,38.78,0.11,0.12,258.37,6,1
user_933,111,42.02,0.14,0.09,263.46,6,0
user_934,121,34.0,0.1,0.11,274.12,6,3
user_935,112,40.62,0.12,0.09,271.88,6,0
user_936,125,34.44,0.14,0.12,274.51,6,3
user_937,107,40.92,0.12,0.1,261.03,6,0
user_938,108,42.83,0.12,0.11,266.54,6,0
user_939,110,41.15,0.13,0.11,241.42,6,2
user_94,121,30.41,0.12,0.12,237.84,6,3
user_940,108,41.01,0.12,0.1,296.41,6,0
user_941,102,47.97,0.13,0.1,252.79,6,4
user_942,126,32.33,0.13,0.12,231.58,6,3
user_943,114,37.63,0.11,0.1,238.28,6,2
user_944,108,43.76,0.1,0.09,246.29,6,4
user_945,119,37.11,0.12,0.11,255.91,6,3
user_946,123,33.12,0.12,0.12,237.67,6,3
user_947,125,31.72,0.1,0.13,245.19,6,3
user_948,112,40.71,0.1,0.11,262.94,6,1
user_949,105,45.24,0.12,0.11,276.46,6,4
user_95,109,40.85,0.12,0.12,233.76,6,2
user_950,102,46.36,0.11,0.11,267.25,6,4
user_951,115,39.59,0.13,0.1,303.93,6,0
user_952,109,42.48,0.11,0.11,212.54,6,2
user_953,110,40.33,0.1,0.1,257.05,6,0
user_954,113,38.18,0.11,0.11,245.71,6,2
user_955,114,36.79,0.1,0.1,235.2,6,2
user_956,119,37.17,0.09,0.1,270.6,6,3
user_957,110,44.03,0.1,0.12,255.33,6,1
user_958,112,43.24,0.12,0.11,191.3,6,2
user_959,109,44.04,0.14,0.12,232.7,6,2
user_96,121,36.11,0.1,0.09,251.14,6,3
user_960,108,46.15,0.1,0.12,238.47,6,4
user_961,107,45.79,0.13,0.12,248.26,6,4
user_962,102,46.7,0.1,0.08,243.79,6,4
user_963,118,38.44,0.14,0.1,256.44,6,0
user_964,113,39.99,0.11,0.09,284.24,6,0
user_965,117,37.7,0.1,0.09,226.13,6,2
user_966,114,38.72,0.11,0.11,227.81,6,2
user_967,111,38.37,0.09,0.12,238.54,6,1
user_968,117,37.87,0.13,0.1,266.42,6,0
user_969,109,43.65,0.13,0.09,298.26,6,0
user_97,118,36.68,0.11,0.12,239.08,6,3
user_970,110,41.71,0.13,0.12,267.34,6,0
user_971,117,39.29,0.11,0.14,285.57,6,1
user_972,107,44.19,0.11,0.1,266.32,6,4
user_973,112,39.21,0.13,0.11,240.34,6,2
user_974,106,46.31,0.1,0.12,238.34,6,4
user_975,120,33.13,0.13,0.13,247.49,6,3
user_976,119,36.23,0.09,0.13,246.54,6,1
user_977,109,40.41,0.12,0.13,252.34,6,1
user_978,116,37.88,0.12,0.11,290.01,6,0
user_979,120,37.66,0.1,0.12,251.17,6,1
user_98,102,47.79,0.09,0.13,272.25,6,4
user_980,106,42.7,0.1,0.11,244.75,6,4
user_981,112,41.7,0.12,0.1,278.7,6,0
user_982,113,38.47,0.13,0.11,283.13,6,0
user_983,111,41.04,0.12,0.09,274.35,6,0
user_984,105,46.79,0.09,0.11,230.35,6,4
user_985,109,42.26,0.12,0.08,254.48,6,0
user_986,105,44.18,0.11,0.14,269.46,6,4
user_987,111,40.93,0.13,0.09,261.31,6,0
user_988,114,39.7,0.11,0.12,272.65,6,1
user_989,117,36.06,0.13,0.13,250.33,6,3
user_99,119,34.34,0.12,0.11,236.88,6,3
user_990,107,42.82,0.13,0.12,257.85,6,4
user_991,110,41.92,0.09,0.13,251.92,6,1
user_992,123,33.17,0.12,0.11,247.63,6,3
user_993,112,39.87,0.1,0.13,267.6,6,1
user_994,122,34.24,0.09,0.13,249.27,6,3
user_995,111,38.28,0.11,0.1,229.94,6,2
user_996,127,27.53,0.1,0.09,273.79,6,3
user_997,116,37.62,0.1,0.12,272.39,6,1
user_998,119,36.07,0.11,0.13,271.34,6,3
user_999,114,38.68,0.12,0.1,234.39,6,2
